"පාලි වචනය","සිංහල පරිවර්තනය"
සන්ති,"(ඉ) නිර්‍වාණය, කල්‍යාණය, සන්සිඳීම."
සන්ති,"(ඉ) නිවන; ශාන්තිය; සංසිඳීම."
සන්ති,"(ක්‍රි) වෙත්."
සන්තික,"(ති) සමීපය, ළඟ."
සන්තික,"(න) සමීපය."
සන්තිකට්ඨ,"(ති) සමීපය."
සන්තිකම්ම,"(න) විපත් දුරු වීම පිණිස කරන තොවිල් ආදිය."
සන්තිකම්ම,"(න) ශාන්තිකර්‍මය, දෙවියන්ට ආර බාරවීම."
"සන්තිකාවචර ","(3) සමීපයෙහි හැසිරෙන."
සන්තිට්ඨති,"(ක්‍රි) සිටියි, පිහිටයි."
සන්තිට්ඨති,"(සං+ඨා+අ) නිශ්චල වේ; පිහිටා සිටියි; සිටියි."
සන්තිපද,"(න) දුක් නැති තැන; නිවන."
සන්තිපද,"(න) සාන්තපදය, නිවන."
සන්තීරණ,"(න) තීරණය කිරීම; නිශ්චය."
සන්තුට්ඨ,"(පු) සතුට, සන්තෝෂය."
"සන්තුට්ඨ ","(3) තෘප්තියට පත්; සතුටු වූ."
සන්තුට්ඨතා,"(ඉ) තෘප්ත බව; සතුටු බව."
සන්තුට්ඨි,"(ඉ) ප්‍රීතිය; සතුට."
සන්තුට්ඨි,"(ඉ) සන්තෝෂය, සතුටු ඇති."
සන්තුසිත,"(පු) සන්තෝෂය, එනම් දෙව්ලොව."
"සන්තුසිත ","(3) එනම් ඇති දේව පුත්‍රයා; සතුටු වූ."
"සන්තුස්සක ","(3) සතුටුවන ස්වභාව ඇති."
සන්තුස්සති,"(සං+තුස+ය) තෘප්තියට ප්ත‍් වේ; සතුටු වේ."
සන්තුස්සන,"(න) සතුටුවීම."
සන්තුස්සන,"(න) සතුටුවීම."
"සන්තුස්සමාන ","(3) සතුටු වන; සතුටුවෙමින්."
සන්තුස්සිත,"(පු) සතුටුවන ලද, තුටුවනලද."
"සන්තෙජ්ජන්ත ","(3) තර්ජන කරන; තර්ජනය කරමින්."
සන්තොස,"(පු) සතුට, ප්‍රීතිය."
සන්තොස,"(පු) සතුට."
සන්ථ,"(චු) ගන්ථනෙ, ගෙතීමෙහි, සන්තෙති, සන්තයති, ගොතයි."
සන්ථත,"(න) අතුල, අතුරණ ලද"
සන්ථත,"(න) ඇතිරිල්ල."
"සන්ථත ","(3) පැතිරී ගිය; පැතුරුණු."
සන්ථම්භන,"(න) තැති ගැනීම."
සන්ථම්භනා,"(ඉ) ඇහිරීම; තදකොට වැළැක්වීම."
සන්ථම්භෙති,"(සං+ථම්භ+ණෙ) තද කරයි; දරදඬු කරයි; වළක්වයි."
සන්ථර,"(පු) ඇතිරිය; ගුදිරිය; මෙට්ටය."
සන්ථරක,"(පු) ඇතිරිය; ගුදිරිය; මෙට්ටය."
සන්ථරණ,"(න) ඇතිරිය."
සන්ථරණ,"(න) ඇතිරීම, වස්ත්‍රාදිය ආස්තරණය කිරීම."
"සන්ථරණක ","(3) පතුරුවන."
සන්ථරති,"(සං+ථර+අ) අතුරයි; දිග හරියි; පතුරුවයි."
සන්ථරිතුං,"(නි) අතුරන්ට."
සන්ථරිත්වා,"(පූ.ක්‍රි) අතුරා."
සන්ථව,"(පු) ආශ්‍රය; එක්ව විසීම; සංවාසය."
සන්ථව,"(පු) පුරුද්ද, එකට වාසය, මෙවුම්දම."
සන්ථාගාර,"(න) රාජ්‍යානුශාසනාකරණ මන්දිරය ආවාසය."
සන්ථාගාර,"(පු) (න) නගර ශාලාව."
සන්ථාන,"(න) සලකුණ, ලකුණ."
සන්ථාර,"(පු) අතර නැති කිරීම; ඇතිරීම; ගඩොල් ලෑලි ආදිය අතුරා සෑදූ තට්ටුව; පැතිරවීම."
සන්ථාර,"(පු) ඇතිරීම, පැතිරවීම, ආමිස සන්ථාර"
සන්ථාරක,"(න) වැස්ම, ආවරණය."
සන්ථුත,"(ති) ආශ්‍රිත, පළපුරුදු."
"සන්ථුත ","(3) ආශ්‍රය කළ; හැඳිනගත්."
සන්ද,"(ති) අතර නැති දෙය, ඝනදෙය."
"සන්ද ","(3) ඝන වූ."
"සන්දච්ඡාය ","(3) ඝන සෙවන ඇති."
සන්දච්ඡායා,"(ඉ) සාන්ද්‍ර‍ච්ඡායව, ඝනසෙවන."
සන්දති,"(ක්‍රි) (d) (භු) සන්ද, පසවනෙ, ගැලීමෙහි + ති) දියදහරා ගලා බසී."
සන්දති,"(සන්දු+අ) ගලාබසී."
සන්දන,"(න) ගලා බැසීම."
සන්දන,"(න) රථය, ස්පන්දන."
සන්දන,"(පු) අශ්ව රථය."
"සන්දන්ත ","(3) ගලා බසින; ගලා බසිමින්."
සන්දමාතික,"(පු) රථාචාර්‍ය්‍යයා, රියදුරා."
"සන්දමාන ","(3) ගලා බසින; ගලා බසිමින්."
සන්දස්සක,"(පු) කරුණු දක්වන්නා."
"සන්දස්සක ","(3) උගන්වන්නා; පෙන්වන්නා."
සන්දස්සන,"(න) දැක්වීම, කරුණු දැක්වීම."
සන්දස්සන,"(න) පෙන්වීම."
සන්දස්සියමාන,"(න) පෙන්වනු ලබන."
සන්දස්සෙති,"(සං+දිස+ණෙ) මනාසේ පෙන්වයි; විස්තර කරයි."
සන්දස්සෙත්වා,"(පූ.ක්‍රි) පෙන්වා; විස්තර කෙට."
"සන්දස්සෙන්ත ","(3) පෙන්වන."
සන්දහති,"(ක්‍රි) (d) (භු) සන්ද, පසවනෙ, ගැලීමෙහි + ති) එකට එකතු කරයි."
සන්දහති,"(සං+ධා+අ) ගළපයි; භේදවූවන් එකමුතු කරයි."
සන්දහන,"(න) ගළපා තැබීම; ගැළපීම."
සන්දහන,"(න) තැබීම, ගැල්වීම."
සන්දාතිත,"(ති) බඳනා ලද දෙය."
සන්දාන,"(න) දම, යොත, රෑන."
සන්දාන,"(න) දම්වැල; බැඳ තබන ලණුව."
සන්දාලන,"(න) කැඩීම, සිඳීම."
සන්දාලයිත්වා,"(පූ.ක්‍රි) කඩා දමා; පළා."
සන්දාලෙති,"(ක්‍රි) (d) (භු) දාල, විසාරණෙ, පළල් කිරීමෙහි + ණෙ + ති) කඩයි, බිඳියි."
සන්දාලෙති,"(සං+දාල+ණෙ) කඩා දමයි; පළයි."
සන්දාලෙත්වා,"(පූ.ක්‍රි) කඩා දමා; පළා."
"සන්දාලෙන්ත ","(3) කඩන; කඩමින්."
සන්දාව,"(පු) පලායාම, පැනයාම."
සන්දිට්ඨ,"(පු) දුෂ්ට මිත්‍ර‍යා, දිටුමිත්, දිටු පමණ වූ මිත්‍ර‍යා."
"සන්දිට්ඨ ","(3) දැක පුරුදු මිත්‍රයා."
සන්දිට්ඨි,"(ඉ) ස්වකීය දෘෂ්ටිය, ස්වකීයලබ්ධිය."
සන්දිට්ඨික,"(පු) මෙලොව ලබනලද ඵලය, තමා විසින්ම දැක්ක යුත්ත."
"සන්දිට්ඨික ","(3) තමා විසින්ම දැක්ක යුතු ‍හෝ අවබෝධ කළ යුතු; මෙලොවට අයත්; මේ ආත්මයේදී සිදුවන."
සන්දිට්ඨිපරාමාසී,"(පු) ස්වකීය ලබ්ධිය පරාමර්‍ශනය කොට ගත් තැනැත්තා, ස්වකීය ලබ්ධිය ස්ථිරව ගත්තහු."
"සන්දිත ","(3) ගලාගිය; බඳින ලද (බල්ලෙකු මෙන්); වෑහුණු."
සන්දිතුං,"(නි) ගලා බසින්ට."
සන්දිත්වා,"(පූ.ක්‍රි) ගලා බැස."
සන්දිද්ධ,"(ති) තැවරූ, ගෑ."
"සන්දිද්ධ ","(3) වෂ පෙවූ (ආයුධ)."
සන්දිස්සති,"(සං+දිස+ය) ගැළපේ; දක්නා ලැබේ; පෙනේ."
"සන්දිස්සමාන ","(3) පෙනෙන; පෙනෙමින්."
සන්දීපන,"(න) දියුණු කිරීම; මනාසේ ප්‍රකට කිරීම."
සන්දීපනා,"(ඉ) දියුණු කිරීම; මනාසේ ප්‍රකට කිරීම."
සන්දීපෙති,"(සං+දීප+ණෙ) තියුණු කරයි; දල්වයි; ප්‍රකට කරයි."
සන්දු,"(භු) පස්සවනෙ, වහනය වීමෙහි, සන්දති, වහනය වෙයි."
සන්දෙස,"(පු) පණිවුඩය; ප්‍රවෘත්තිය; ලිපිය."
සන්දෙස,"(පු) සංදේශය, උතුමන්ට යවන ලිපි පනිවිඩ."
සන්දෙසහර,"(පු) සන්දේශ ගෙනයන්නා, දූතය"
"සන්දෙසහර ","(3) පණිවුඩ හෝ ලියුම් ගෙන යන්නා."
සන්දෙසාගාර,"(න) තැපැල් කන්තෝරුව."
සන්දෙසොත්ති,"(ඉ) සන්දේශ වචනය."
සන්දෙහ,"(පු) විචිකිච්ඡාව, සැකය."
සන්දෙහ,"(පු) සැකය."
සන්දොස,"(න) අපවිත්‍ර‍ කිරීම, දූෂ්‍ය කිරීම."
සන්දොහ,"(පු) රාශිය; සමූහය."
සන්දොහ,"(පු) සමූහය."
සන්ධන,"(න) තමා අයත් දෙය; ස්වකීය ධනය."
සන්ධන,"(න) ස්වකීය ධනය, තමාගේ ධනය."
සන්ධමති,"(සං+ධම+අ) ගිනි අවුලවන්ට පිඹියි; පිඹියි."
සන්ධමිත්වා,"(පූ.ක්‍රි) පිඹ."
